"gene","cor","p.value","p.adj","gene_symbol"
"ENSG00000236287.8",0.321469053875375,0.0201334280206273,0.208442086891302,"AL138799.2"
"ENSG00000196169.15",0.321465123778183,0.0201350375965875,0.208442086891302,"DRICH1"
"ENSG00000113649.11",0.321438527375158,0.0201459330463862,0.208467584519807,"TRAPPC13"
"ENSG00000237243.1",0.321430139405073,0.0201493702863138,0.208467584519807,"AJ239322.1"
"ENSG00000261235.1",0.321404245731823,0.0201599841798184,0.208535195406236,"AL355102.4"
"ENSG00000181449.4",0.32134978481892,0.0201823233059838,0.208651641616771,"CHRM2"
"ENSG00000007866.22",0.321344009453074,0.0201846935101374,0.208651641616771,"CRAMP1"
"ENSG00000225872.4",0.321320383512189,0.0201943920238521,0.208673647242239,"AC009237.2"
"ENSG00000073849.16",0.321313268424564,0.0201973135591228,0.208673647242239,"IGF2BP2"
"ENSG00000273724.1",0.321303461517866,0.0202013409716999,0.208674025695223,"AC119751.7"
"ENSG00000213197.3",0.321228845778617,0.0202320057482479,0.2088396156864,"TRAJ38"
"ENSG00000211611.2",0.321223018239291,0.0202344023446212,0.2088396156864,"RNU6-636P"
"ENSG00000230628.1",0.32118170455775,0.0202513996304687,0.208943456053193,"BX088651.2"
"ENSG00000271410.1",0.321143842196964,0.0202669875772805,0.20898945868431,"MIR3149"
"ENSG00000167207.14",0.321141751089688,0.0202678487824999,0.20898945868431,"SUN5"
"ENSG00000161835.11",0.321110372965108,0.0202807753207948,0.209001100207322,"SRSF2"
"ENSG00000258352.1",0.321046392803852,0.020307154206055,0.209167394674568,"AC136443.2"
"ENSG00000150630.4",0.32103543064774,0.0203116767905098,0.209167394674568,"OR8K1"
"ENSG00000279707.1",0.321023210276963,0.0203167194724027,0.209167394674568,"RNA5SP414"
"ENSG00000198169.9",0.321022271734282,0.0203171068016625,0.209167394674568,"ERO1A"
"ENSG00000166411.14",0.320847224847549,0.0203894565788456,0.209664561465341,"APBB1"
"ENSG00000286695.1",0.320827632892777,0.0203975677986247,0.209683664153953,"Z82170.1"
"ENSG00000204381.12",0.320823366548998,0.0203993344594687,0.209683664153953,"RNU6-1329P"
"ENSG00000256235.2",0.3207614997829,0.020424967567846,0.209905882302496,"AC105118.1"
